30.2822369	-97.74374779
30.3045501	-97.68131692
30.31470658	-97.68953997
30.27070178	-97.69226286
30.33182207	-97.69862095
30.2630675	-97.72654446
30.26869438	-97.73397487
30.25106283	-97.73212105
30.27365389	-97.72088762
30.27570349	-97.7077292
30.23163585	-97.71746957
30.28645744	-97.64721293
30.27686098	-97.70033651
30.27378531	-97.71991443
30.23240908	-97.76574127
30.4611394	-97.79458828
30.27355474	-97.69791388
30.38193221	-97.68638032
30.28965289	-97.75075248
30.27910379	-97.72514489
30.3343522	-97.69834258
30.28945446	-97.74664097
30.30274027	-97.73815152
30.26257583	-97.72211887
30.43313301	-97.70013305
30.26587979	-97.73501069
30.27176241	-97.73757106
30.26832192	-97.73649438
30.25666258	-97.72333379
30.19202606	-97.79150611
30.26678161	-97.73825313
30.38022334	-97.75083605
30.27689623	-97.7514043
30.28132717	-97.74051451
30.28629196	-97.70636683
30.22020198	-97.70708753
30.36700221	-97.70063501
30.28445162	-97.71818371
30.41323033	-97.69058871
30.47106155	-97.79022767
30.23767769	-97.72566505
30.26099452	-97.73579167
30.33058555	-97.67615288
30.31960289	-97.73029552
30.21154625	-97.78935848
30.18919271	-97.76789963
30.26706768	-97.73934174
30.27806366	-97.69275542
30.22687964	-97.76924545
30.29430285	-97.72017974
30.25301269	-97.72197515
30.26239435	-97.74108315
30.3312282	-97.62328346
30.27336292	-97.69915175
30.26832192	-97.73649438
30.40069584	-97.74886938
30.26553403	-97.73749138
30.32594189	-97.72634218
30.18312987	-97.78546886
30.26779557	-97.74555148
30.43443516	-97.77085536
30.29779189	-97.75858202
30.26563526	-97.73420932
30.2895752	-97.74921748
30.40905558	-97.71610131
30.26351183	-97.73094919
30.31141872	-97.70701102
30.29230132	-97.66363247
30.34486225	-97.67413602
30.38156086	-97.69438785
30.26800598	-97.73895531
30.26711778	-97.74317744
30.26740172	-97.73682331
30.30741658	-97.71183032
30.27231913	-97.73504968
30.24784065	-97.73489103
30.30524327	-97.73653103
30.40786174	-97.67395623
30.47525495	-97.79393686
30.27057478	-97.74807207
30.46559711	-97.79525504
30.23820265	-97.76210929
30.19301239	-97.77887935
30.27132082	-97.70551627
30.26602454	-97.73211399
30.15173968	-97.76477325
30.2699045	-97.74212041
30.283795	-97.74191231
30.26474531	-97.73155596
30.3260513	-97.69231397
30.26214932	-97.72697163
30.23381323	-97.78578828
30.24530991	-97.69103765
30.26338078	-97.74457355
30.22963221	-97.78852736
30.28586106	-97.68263537
30.35533845	-97.70294185
30.32885517	-97.71584509
30.33678302	-97.75596236
30.31005968	-97.66715751
30.31626179	-97.68853364
30.26523963	-97.74387418
30.21980866	-97.68677894
30.26118006	-97.76491278
30.30262867	-97.66097584
30.37739489	-97.68895376
30.22745636	-97.72777483
30.35413628	-97.70105278
30.25298738	-97.71278851
30.29130817	-97.70741879
30.3072794	-97.7256006
30.31084254	-97.73298219
30.26552669	-97.74106875
30.27118793	-97.75024516
30.26599135	-97.70220135
30.23091572	-97.73370256
30.36313807	-97.69702646
30.29823254	-97.72893533
30.2341129	-97.72281244
30.27803345	-97.70613843
30.29901472	-97.64558925
30.39234312	-97.72563183
30.167067	-97.78693052
30.25052668	-97.75129841
30.22618423	-97.7696788
30.25064893	-97.75463732
30.2680649	-97.74281933
30.37489529	-97.70101271
30.3787701	-97.71200323
30.21926303	-97.68526425
30.17373443	-97.82373291
30.33485148	-97.73982748
30.26183408	-97.73514809
30.26476812	-97.76499475
30.30390569	-97.69888228
30.34834815	-97.71253502
30.23199059	-97.80247738
30.23705626	-97.83990112
30.28836241	-97.75045107
30.28830964	-97.74933376
30.44889007	-97.79003506
